c1,c2,c3,c4,c5,c6,c7,c8
1.2,,4,0,0.1,1.4,4.7,Fair
0.8,6.6,0.4,0.1,0.3,1.8,-2.1,Good
0.8,5.4,2.5,2.6,0.9,2,-6.6,Fair
-0.2,4.5,2.8,60,0.5,1.3,-6.8,Good
1.4,5.7,1.3,33.7,1.7,1.8,8.9,Poor
1.4,-2.3,2.2,1.1,0.2,0.4,-1.9,Excellent
-0.1,2.9,0.3,0.1,0.9,0,11.3,Good
0,4.6,0.5,0.5,0.4,0.1,-16.1,Good
-0.9,-8.4,1.9,8.3,0.1,2,2.3,Good
0.9,-7.5,0.6,0.1,0.1,0.2,0.6,Very Good
2,7.5,2.2,0.7,0,0.1,0.5,Good
-0.4,,0.4,2.2,0.8,0.4,5.8,Good
-0.7,0.9,0.5,0.8,1.2,0.1,18.8,Good
-2.2,-0.5,1.1,3.4,0.2,0.7,-5.7,Poor
0.2,1.5,1.8,0.6,1,,-20.8,Good
-0.5,2.7,0.4,0.8,0.8,0.3,-18.1,Good
-0.5,4.4,1.8,0.4,1.1,1,3,Good
-0.9,5.1,0.1,0.6,2,0.1,-11.2,Very Good
1.4,11,0.6,30,0.2,1.3,-7.7,Very Good
-0.6,-6,2.2,1.3,1.2,2,-4.5,Very Good
-0.8,-6.7,2.6,0.2,3.2,0.4,-2.4,Good
0.7,3.1,0.6,0.6,1.1,0,32.2,Excellent
-1.1,2.1,0.2,0,0.9,0.3,13.2,Very Good
0.4,5.1,0.2,5.9,1.4,0.2,5.3,Good
-0.1,3.4,1,3.7,3,1.2,-4.3,Good
-0.2,,9.1,0.8,1.2,1.9,0.9,Very Good
1,-3.2,1.1,13.3,1.2,1,12.2,Excellent
-0.6,1.5,3.7,0.2,0.5,1.5,-4.3,Fair
-2,3.5,1.2,0.7,0.5,1.9,-3.3,Good
-1.1,2.5,1.2,1.8,0.7,0.2,9.2,Excellent
-0.3,-3,6.7,0.1,0.5,,11.9,Good
0.1,-4.4,0.2,0.9,3.9,0.4,-1.7,Good
0.2,0.1,0.9,0,0.5,,4.2,Very Good
-1.2,,1.2,0.1,1.4,0.4,-7.1,Fair
0.1,1.5,8.5,0.5,0.1,0.5,4.3,Poor
-1.3,3.6,5.4,18,0.8,1.1,11.3,Very Good
-1.6,-1.6,6.8,14.5,1.4,2.9,3.8,Excellent
1.2,-2,3.8,0.4,0.3,0.6,8.6,Very Good
-1.2,-1.8,3.5,2.3,0.9,3,19,Very Good
0,2.5,0.2,5.5,0.8,0.5,-1.5,Poor
-1.1,-2.2,2.3,1.6,1,2,-5.6,Very Good
1.2,-8,2.4,0,1,2.3,-9.8,Very Good
-1,-4,0.4,0.6,1.8,2.4,14,Good
0.4,-1.9,2.6,1.9,1,1.9,-1.3,Poor
0.2,0.2,1.4,7.9,0.9,0.7,5.1,Fair
-1.9,4.9,0.3,0.3,2,0.4,5.2,Good
0.6,8.7,1.1,14.1,,0.7,-14.6,Good
-0.8,-5,0.2,0.5,5.1,2.3,10.8,Poor
-0.4,-3.9,2.2,0.6,0.3,0.8,-2.2,Fair
-0.2,-1,0.6,0.3,0.5,0.4,-4.7,Poor
-0.9,-5.1,9.8,0.3,1.1,0.6,2.5,Excellent
1.6,-2.9,0.1,4.5,0.2,1,7.8,Excellent
1.4,-0.8,3.4,0.1,0.2,2.4,-14.5,Fair
0.1,0.9,0.6,6.4,0.1,2.4,-10.6,Poor
-0.5,1.5,2.2,0.7,2.7,2.7,9.6,Good
-0.4,-0.7,0.3,4.9,1.1,0.8,-16.3,Good
-0.2,,0.5,4.8,0.2,0.5,-14.4,Poor
2,-2.5,0.3,0,0.2,0.1,-22.6,Fair
0.2,,1.2,2764.7,0.6,1.2,15.5,Good
-0.3,1.9,3.3,77,0.1,2,10,Very Good
-0.8,-2.6,1.1,0.1,0.2,0.8,6,Good
1,13.5,0.4,0.7,0.7,0.7,-10.5,Very Good
-0.7,0,1,0.5,0.6,2.6,-20.5,Very Good
-1.2,1.7,1,1.8,0.5,1.3,2,Poor
-0.6,-1.7,0.5,2.9,1.7,1.1,2,Very Good
0.4,6.4,0.8,1.2,0.3,2.2,-8.5,Very Good
0.3,4.3,0.6,0.2,0,0.6,-13.8,Very Good
-2.7,7.3,2,59.6,0.4,2,8.5,Very Good
-1.2,6.6,14.9,0.2,3.8,2.3,-5.3,Excellent
0.4,,1.3,0.9,0,0.2,-12.8,Very Good
-0.2,-9.4,0.5,0.1,0.3,1.2,12.6,Poor
0.4,6.6,1.7,46.3,0.9,0.7,-0.7,Fair
-1.1,-3.1,3.1,0.3,1.4,1.8,5,Excellent
0.8,-2.5,4.7,0.9,3.2,7.2,4.8,Good
0.5,-7.5,1.4,0.2,0.5,1.2,21.6,Fair
-0.5,3.6,0.6,0.5,1.3,0.8,4.7,Good
-0.1,-3.4,3.8,1.2,0.9,0.7,4.7,Good
0.2,1.3,3.8,1.4,1.1,2.2,2.4,Fair
2,-5.3,0.3,1.9,1.3,0.3,14.5,Fair
0.1,-7.6,4.9,3.3,1.1,0.7,-9.7,Good
-0.9,-8.5,0.7,1.4,1.5,0,-11.5,Fair
-0.2,3.2,0.8,0.5,0.7,0.5,3.9,Good
1.1,-1.7,0.7,0.5,0,,-11.6,Very Good
-0.9,-2.4,1.2,1.1,1.9,,5,Good
-0.8,,1.7,0.3,0,0.8,-1.3,Fair
-1.2,6,0.1,10,1.1,1.2,4.4,Poor
0.4,-6,0.1,0.4,6.3,,-0.3,Fair
0.8,-7.4,4.7,11.1,0.7,2.4,-2.5,Excellent
-1,-9.4,0.9,0.6,0.2,1.1,-0.8,Good
-1.6,1.3,2.6,201,3,,-9,Good
-0.4,-0.8,2.1,2.4,0.3,0.6,9.9,Good
-0.5,-5.4,1.7,0.4,0.3,2,4.6,Fair
-1.9,-3.9,0.7,16.1,0.8,1.9,14.1,Poor
,-2,0.4,98.9,0.1,0.3,-7.2,Fair
0.5,-5.9,0.4,11.9,0.2,1.1,-1.6,Good
-1.1,0.5,0.9,1,0.4,0.7,10.3,Very Good
-0.3,0.4,0.9,0.1,0.2,0.3,8.2,Very Good
1.1,4.1,0.4,4.9,0.1,1.2,6.8,Fair
-0.1,-2.8,0.8,2.6,0.8,1.8,0.9,Fair
0,-7.1,5,2.7,0.1,1.5,-9.4,Good
-0.4,,2.9,1,0.2,1.2,-11.5,Poor
0.5,-2.1,0.6,48.7,1,0.1,5.5,Excellent
0.8,-2.7,0.8,2.1,0.2,0.7,12.4,Fair
,0.5,0.9,0.8,3,1.3,11.7,Poor
-0.9,1.3,1.2,37,1,1,4.6,Poor
-1.8,12.7,0.1,8.7,0.1,,-6.6,Very Good
0.3,,0.2,3.2,0,1.2,-8.4,Very Good
-1.8,,0.5,1,1,0.8,-3,Fair
1.5,,0.7,7.2,1.4,0.1,8.3,Very Good
0.9,-4.5,7.1,1.7,0.3,7.2,1.3,Poor
-0.4,0.6,1,0.3,0.3,2,2.6,Poor
-0.2,-0.7,0.9,0,1,0.6,-3.4,Fair
0.3,3.4,2.8,0.3,0.1,0.1,0.7,Poor
0.2,-5.3,0.8,0.2,0.1,1,-7.1,Fair
-1.6,-0.3,4.5,0.2,2.4,0.2,-10,Fair
0.8,12.3,6.5,2.2,2.1,1.1,9.4,Excellent
-1.1,-7.5,0.2,1.7,0.5,0.6,0.3,Poor
-0.3,-0.8,0.8,0.5,0.7,1,12.3,Good
2.2,7.4,0.2,1.2,0.8,0.2,-3.6,Very Good
0.3,-8.3,0.6,0.5,,0.6,-11.2,Very Good
-0.8,1.4,1,0.8,0.5,1.4,1.8,Poor
-0.4,-3.7,1.4,2.8,1.2,0.2,-4.2,Fair
0.3,,0.7,0.1,1.1,0.2,19.1,Excellent
-1.2,9.4,0.1,0.4,1.4,0.7,-6.3,Good
0.6,-2.7,3,0.8,,1.1,1.4,Excellent
1.1,-5.6,2.2,43.7,,0.5,-8.8,Fair
0.4,2.1,0.7,0.3,4.2,0.6,6,Very Good
1.1,-0.1,0.5,3.7,1.6,,-18.8,Excellent
-1.9,-3.5,2.2,0.1,1,0.8,9.2,Fair
-1.2,-2.9,6.2,2.3,0.2,0.2,-0.6,Very Good
-0.6,3,0.3,0.2,0.6,0.1,5.5,Very Good
-0.1,4.1,0.6,0.4,0.7,0.7,4.1,Good
0,-1.8,2,1.9,1.4,0.1,-18.2,Fair
-0.9,-7.5,2.9,2.6,1.4,0.1,-6.7,Good
-0.4,2.4,0.9,6.2,,0.1,8.4,Excellent
-0.9,-3.5,1.1,7.8,0.3,0.6,8,Very Good
0.3,1.1,0.3,0.2,0.3,1.1,-2.5,Fair
-1.5,-5.7,0.4,2.1,1.6,0.9,-0.5,Very Good
0.7,0.5,0.8,0.1,0.2,0.6,12.4,Poor
0.4,2.3,1.2,5.8,1.4,,-7.1,Fair
-1,3.4,2.4,4,0.3,0.8,-1.8,Poor
,-3.3,0.8,1.1,0.5,1.6,2.1,Excellent
0.4,4.5,3.9,0.6,0.8,,-3.9,Good
-0.6,4.8,1.5,1.9,0.2,0.5,10.6,Fair
0.3,-5.9,0.3,0.5,0.8,,17.3,Fair
0.9,-16.9,0.9,65.1,0.2,0.3,-3.6,Very Good
-0.1,-9.6,0.2,0.4,0.2,1.5,-4.2,Fair
0.9,-1.3,0.7,0,1,1.1,-10,Very Good
1.7,6.9,0.7,17.5,0.3,1.1,9.2,Good
-1,3.1,1.8,1.3,0.9,0.8,-5.3,Very Good
-0.3,,6.3,2,0.4,1.5,5,Fair
-0.5,3.7,3.5,4.8,0.3,0,-7.3,Good
-0.2,-5.6,2.1,4.6,1.4,0.6,-17.2,Fair
0.1,10.8,1.8,0.1,0.7,1,-12.5,Fair
1.2,3.7,1.8,1.3,0.2,0.1,-1.4,Good
0,-4.1,0.1,5.2,0.8,,13.1,Very Good
1.2,3.6,0.2,2,0.5,1.6,-14.3,Poor
0.6,5.5,1.6,0.1,2.4,0,6.7,Good
1.7,-1.3,0.3,1.6,0.1,1.8,-5.9,Poor
0.6,5,10.6,0.1,0.7,0,-12.7,Excellent
,,0.5,0.6,2.8,0.3,-3.9,Fair
-0.4,5.3,0.3,0.5,0.7,2.3,-15.3,Poor
-0.6,-0.2,1.1,0.6,1.2,0.8,11.7,Excellent
-0.6,9.2,1.4,0.1,0,0.7,15.3,VeryGood
0.1,3.3,1.1,0.7,3.1,0.2,9.5,Excellent
-1.7,0.5,0.6,1.1,1.4,,10.7,Poor
0.1,5.6,1,0.1,0.2,2.7,7,Poor
0.4,8.5,1.7,0.5,3.1,,6.6,Very Good
-0.1,3.5,0.9,1.2,0.1,1.1,7.7,Fair
2.5,-4,1,0,1.2,0.3,-4.7,Excellent
1,-1.7,4.1,0.1,0.2,1.4,7,Good
0.9,-2.8,1.2,1.5,0.7,,0,Excellent
1.5,4,0.9,2.6,0.7,,18.5,Excellent
0.3,4.8,0.4,0,0.7,1.3,-11,Fair
0.7,11.4,0.2,0.6,0.9,0.5,3.4,Good
2.6,-5.9,1.6,0.2,5.2,0.1,-20.7,Poor
0,0.6,0.4,0.5,0.2,0.6,-4.6,Poor
-0.2,-5.7,7,0.1,1.9,0.4,-1.6,Poor
0.5,1.6,2.1,1.9,0.1,0.8,13,Very Good
-0.6,,1.1,0,0.6,1.3,14,Excellent
-1.3,,1.3,1.7,0.7,0.2,3.8,Fair
-1.9,-7.8,0.6,4.5,1.4,0.8,2,Very Good
-0.9,-2.1,8,0.3,4.8,0.5,22.8,Excellent
0.9,-3.8,0.4,0.4,0.9,0.1,0,Excellent
-0.2,5.3,0.6,6.6,5.4,,-9.8,Good
0.3,,0.3,8.2,0.2,0.7,-18.9,Very Good
1.7,6.6,1.4,1,0.6,1.2,13,Very Good
-1.9,-5.6,0.5,1,1.9,0.8,-13.3,Very Good
1,0.1,3.5,6.1,0.1,0.1,-14.6,Excellent
0.1,-5.1,2.7,0,0.9,3.4,3.3,Fair
1.6,,8.2,19.6,0.7,0.8,-2.2,Good
-1,1.2,0.6,0.3,0.3,0.7,-3.5,Very Good
0.7,4.8,0.9,0.7,0.6,0.6,15.3,Very Good
-0.4,-0.5,0.3,50.5,1.1,1.4,0.8,Fair
0.6,-1.9,2.4,0.2,0.7,0.2,-6.2,Good
-0.5,-2.2,1.3,1.1,1.7,3,-7.6,Good
,2.8,1.1,5.7,0.5,0.7,14.5,Excellent
2.2,,1.2,34.8,1,0.8,0,Good
2.1,3.5,1.1,0.6,0.7,1.9,-10.2,Fair
-1.4,7.1,10.8,0.6,,,3,Very Good
-1.1,-1.1,0.5,0.2,0.5,0.9,-1.9,Very Good
0.2,1.2,0.4,0.1,0.8,,-0.3,Fair
0.7,2.4,2.1,2.8,0.8,1.4,-4.1,Good
1.8,1.7,0.3,1.7,0.3,0.6,0.6,Excellent
0.1,3,2.7,2.2,0.8,0.8,0.3,Fair
-0.7,2.8,1.4,30.6,0.8,1.8,4.4,Fair
-2.2,-1.5,1.1,0.9,1.7,0.2,13.8,Excellent
-1.1,9.8,3,2.3,2.8,1.8,-3,Very Good
0.9,0.3,0.2,0.9,3,1.7,17,Good
0,-1.2,1.7,0.1,,0.1,12.5,Fair
-0.7,-1.5,0.9,0.8,2.3,2.2,-14.7,Very Good
,3.6,0.6,31.6,0.2,3.5,6.5,Excellent
-0.1,4.4,1.1,1.4,0.6,0,5.5,Poor
-0.8,9.2,0.2,7,0.5,0.5,-3.8,Good
-0.6,3.8,2.4,0.5,1.1,,-5.6,Poor
,-5.7,3.5,0.1,0.7,0.2,0,Excellent
-0.2,-10.1,0.7,0.3,1.7,0.3,5.5,Very Good
-0.1,,1.5,0.4,0.2,0.4,-10.8,Excellent
0.5,4.3,0.2,0.3,0.6,0.7,6.9,Very Good
-0.9,3.3,1,1.6,0.5,0.5,0.6,Excellent
0.1,-0.9,0.1,1.2,0.1,1.3,5.6,Fair
1.5,-7.1,1.7,10.3,1.1,0.9,-0.2,Very Good
0.1,4.7,0.4,0.2,0.2,0.6,-6.1,Poor
0.1,-1.7,1,0.4,0.4,0.2,-2.7,Good
0.9,1.9,0.6,0.6,1.2,1,11.2,Very Good
-0.6,4.6,0.4,0.2,1.1,1.3,19,Very Good
-0.5,-5.3,0.5,0.6,,1.2,-7.6,Poor
1.5,0.4,0.4,2.1,0.3,,0,Poor
-1.1,2.1,2,0.9,0.5,0.1,1.7,Excellent
0.8,0,1.1,0.4,0.1,,-6.4,Fair
0.6,-4.3,0.6,1.1,0.7,0.5,-2.5,Poor
-0.5,5.6,0.9,51.3,0.8,0.8,-2.3,Very Good
-0.7,-2.6,0.2,1.7,1.8,0.2,-1.2,Very Good
0.4,-0.5,0.2,16.5,0.6,,-3,Fair
-1.7,0.8,0.4,0.5,2.6,,-2.5,Excellent
1.9,0.2,1.6,0.1,0.4,0.1,-1.3,Very Good
-2,2.2,1,0.1,,0.8,-1.9,Excellent
-0.6,1.3,0.7,0.1,1.6,0.4,8.3,Very Good
-0.1,2.2,0.3,0.2,3.1,,-24.9,Very Good
-0.7,-8.4,1.4,44.2,0.2,0.5,10,Good
0.9,1.8,0.3,0.1,0.8,1.1,-4.7,Fair
0.1,0.4,0.8,0.1,0.7,0.4,0.8,Excellent
0.4,1.7,0.6,0.4,1.1,0.8,15.4,Poor
0.8,0.5,1,11.8,1.9,2.3,-13.5,Good
-1.7,-3.6,4.6,3.7,1.6,2.3,-22.4,Poor
-0.3,11.5,2.5,5.4,0,3,3,Poor
-0.2,-11,0.4,0.1,0.4,0.6,-3.8,Excellent
-2.2,-4.9,3.8,7.2,1.8,0.2,-6.1,Poor
1.5,3.7,1.7,0.5,3.6,2.7,10.8,Poor
-0.3,0.5,3.1,0.1,0,0.6,1.5,Excellent
0.5,,1.2,0.2,0.1,0.1,-2.7,Excellent
-0.9,6.6,0.5,0.2,0.7,1.9,-0.9,Good
-1.6,,0.2,26.4,1.8,1.2,6.9,Excellent
0.2,-6.1,0.5,7,1,,5.8,Good
0,16,1,0.1,1.1,0.1,-7.2,Good
-0.1,5.4,3.3,0.3,0.5,0.7,13.2,Very Good
-0.3,-0.4,0.7,1.3,1.9,2.1,-1.5,Excellent
-0.3,6.6,0.9,0.3,0.3,0.3,-5.5,Good
0.7,-2.4,0.1,0.1,2.4,0.4,-11.8,Fair
-1.3,-2.1,3.3,3.2,0.2,0,20.4,Poor
1.3,8.6,1.3,3.1,0.5,0,15.4,Poor
1.1,-3.3,0.2,0.5,1.1,4.4,2.9,Very Good
-0.5,-6.7,0.2,0.3,0.3,,-9.7,Fair
0.5,6.6,0.7,5.7,3.6,0.9,-4.1,Poor
-0.6,3.3,0.2,8.5,1.1,2.6,-4,Poor
0.3,4.1,0.2,0.2,0,4.2,-0.1,Excellent
-1.3,6.8,6.1,0.3,,0,9.9,Excellent
1.5,-0.1,1,0.2,1.2,0,-7.2,Very Good
0.5,,0.4,0.4,0.9,,2.9,Fair
0.4,0.3,0.4,0.9,1.9,,-1.9,Poor
0,-2.5,0.4,2.2,0.1,0.2,-9.8,Fair
0.8,11.6,1.8,1.2,0.6,0.8,-7.7,Fair
0,-4.3,2.6,0.1,1.5,0.3,-2.2,Fair
0.7,-3.9,0.7,1,0.4,,-20,Very Good
-1.5,4.3,3.9,3.9,3.9,,3.2,Poor
,2.8,1.5,7,1.3,1.7,-2.5,Very Good
-0.8,-2.2,4.3,0.9,2,2,11.7,Very Good
0.8,3.3,0.2,1.2,0.6,0.3,11.2,Poor
-0.4,0.9,1,1.6,0.6,1.2,3.6,Very Good
0.4,-3.8,1.2,0.5,0.3,0.1,16,Poor
0,2.6,0.8,0.3,0.5,0.6,1.1,Good
1.1,,2.2,2.9,0.3,1.1,-17,Fair
0.7,0.7,2.7,0.3,1,1.4,4.5,Fair
-2,-4.1,2.1,0.1,0.6,1.8,-4.2,Very Good
2.3,3.5,1.2,0.2,2.9,0.6,8,Good
-1.6,0.1,3.2,0,0.1,0,-6.6,Excellent
-1.9,-5.3,0.4,0.4,0.1,2.5,-10,Fair
-1.3,3.9,0.9,0.2,0.7,0.3,-1.3,Poor
-0.4,-3.1,0.5,0.7,0.7,3.1,0.3,Good
0.2,-0.8,2.2,1.4,0.5,0.3,1.6,Excellent
0,-4.7,0.7,121.4,0.7,0.1,-2.1,Very Good
-0.1,,0.2,1,0.5,0.8,2.3,Fair
0,1.3,0.9,3.2,0.4,0.5,-1.2,Excellent
-1.3,-3,3.1,0.2,0.5,0.2,-15.4,Poor
0.7,-5.8,1.1,7.8,0.9,0.1,-0.6,Excellent
1.2,-0.3,0.4,0.1,1.4,2.5,11.5,Excellent
0.3,5.7,5.6,1.6,0.2,0,-1.2,Very Good
-0.4,2.3,1.2,1.3,0.5,2,7.9,Poor
-0.1,-10,1,0.7,1.2,0.7,-2.3,Good
-0.1,4.1,1.1,0.9,0.3,,3.2,Good
-0.5,-1.7,1.1,2.6,0.5,1.8,0.2,Fair
1.3,2.4,1,2.4,,0.7,-0.9,Good
0.6,-6.5,11.3,0.9,1.1,1.6,-17.6,Fair
0.6,10.2,1.2,0.5,0.1,2.4,7.5,Poor
-0.3,0.3,0.1,0.6,4,1.4,-0.6,Fair
0.4,-10.1,0.9,1.6,0,0.1,-25.8,Poor
0.3,0.3,1,1.6,0.5,,-0.5,Excellent
0.4,-6.8,1,0.2,0.3,1.2,-8.7,Fair
0.8,2.1,0.4,0.2,,0.6,-7,Excellent
1,2.4,0.9,0.5,0.1,1.3,-6.4,Very Good
1,6.3,2.1,2.6,1,1.5,-6.4,Fair
-1.1,1.4,3.5,0.4,0,3.2,22.4,Very Good
,,2.1,1,0.8,0.2,4.8,Excellent
-2.1,5.9,2,0,0.9,0.4,-8.4,Good
1.4,4.4,1.6,0.5,0,0.7,11.1,Fair
-0.2,-4.4,1.7,11.4,0.3,1.2,10.4,Very Good
-0.6,-4.7,8.8,1.3,0.5,1.1,8.2,Fair
-0.6,12.8,2.9,0.5,0.4,4.1,0.7,Fair
-1.5,9.2,1,0.1,1.3,0.5,27.3,Good
0.8,2.1,1.9,4.3,2.4,1.6,-0.4,Good
-0.5,,0.4,3.4,1.5,0.1,12.5,Fair
0.8,3.4,2.3,1,1.6,0,22.7,Poor
0.2,-15.3,0.4,0,0,0.9,9.8,Very Good
-0.1,-9.5,1,0.2,0.2,0.4,-7.5,Excellent
-0.9,1.4,2.4,0.2,1.5,0.2,-5.7,Very Good
1.9,1.3,1.7,0.2,0.1,0,3.2,Very Good
-0.8,-2.4,0.4,0.1,0.1,0.8,10.9,Excellent
-0.6,2.5,0.2,1.7,0.6,1.1,-0.1,Very Good
-0.1,,2.8,4.9,1.7,1.2,-17.2,Fair
0.9,2,4.4,0.7,0.7,0.4,-6, Poor
-1.1,2.8,1.1,0.6,2.9,0.7,-23.5,Very Good
0.5,0.5,0.3,1.2,0.4,0,-1.3,Very Good
-0.5,3,0.5,0.1,3.1,,-1.9,Good
-0.6,1.2,3.4,0,1.2,1.2,-6.9,Good
0.6,6.8,1,0,0.1,0.9,5.5,Very Good
-0.4,-0.4,0.2,0.3,1,1,12.9,Very Good
-0.9,2.9,1.6,4.5,0.3,,-3.3,Very Good
0.2,-1.7,0.5,3.1,0.3,0.1,12.3,Very Good
0.5,,5.6,0,3.1,1,-19.6,Fair
0.8,0.6,1.1,0.3,2.2,0.9,-13.7,Fair
0.8,-3,0.7,0.7,1,,9.4,Very Good
0.7,-10,4.4,0.8,0.2,0.9,-5.2,Very Good
-1.3,2.1,0.4,28.7,0.4,2,-13.1,Excellent
0.6,5,2.8,6.2,0.8,,-18,Fair
0.7,,0.7,0.3,0.4,0,-12.1,Very Good
-0.1,-10.4,6.6,0.1,2.3,0.1,-3.4,Fair
-0.3,-5.5,0.2,1.6,1.3,0.2,13.4,Excellent
1.2,,0.7,0,0.9,0.3,-13.1,Good
-0.2,-1.5,0.3,2.3,1.7,0.1,-1.9,Excellent
1.1,-1.4,4.5,4.6,0.8,0.2,0.8,Poor
-0.2,-9.9,2.8,0.3,0.8,1.6,-16.4,Fair
0.5,-3,0.2,8.8,0,0.5,-14.2,Very Good
,6.1,0.5,2.5,1.8,,-10.4,Poor
0.1,-1.2,0.1,3.5,3.6,0.7,-8.2,Very Good
0.7,0.5,2,0.2,0.7,,-1,Excellent
-2.5,2.1,0.8,2.6,0.5,0.2,-6,Excellent
0.3,5.5,0.5,0.3,1,1.4,-1.3,Poor
0.9,9.1,1.2,0.5,0,4.5,-7.9,Fair
-0.7,1.8,1.3,0.1,0.1,2.1,-2.2,Excellent
-1.3,2,1,2.4,0.9,1.5,0.6,Fair
0.3,10.9,2.1,14.4,2.1,,-9.4,Poor
-0.2,1.3,0.7,3.7,0.1,0.1,-18.4,Fair
0.6,2.1,0.5,0.2,0.7,,-0.6,Good
,-4.7,7.9,0.1,0.5,1.5,2.1,Fair
1.1,-0.2,0.7,13.2,0.1,0,10.2,Very Good
-0.9,0.8,4.7,1.8,0.3,0.2,5.2,Very Good
1.4,5.7,1.3,2.5,1.8,0.3,-0.8,Very Good
0.6,-4.8,0.7,0.7,0,0.8,-6.3,Excellent
0.9,-1.2,2,1.5,0,3.7,15.1,Fair
0.1,3.4,0.8,0.4,0,0.4,20.4,Fair
-2,-8.2,1,0.1,1.3,0.1,-13.6,Poor
0,-2.8,0.2,2.5,2.4,2.4,-8.2,Excellent
1.3,,0.6,0.5,2.2,1,-2.9,Very Good
0,,2.4,2.9,1.1,0.5,-10.8,Poor
1.1,-5.9,0.1,14.6,0.7,1.4,-14.3,Excellent
-0.3,-5.6,0.9,0.9,1.2,0.5,-3.1,Good
0.5,1.5,1.3,2.3,0.9,,9.8,Very Good
0.3,3.4,0.5,0.5,0.9,1.7,-15.9,Excellent
-0.7,2.7,0.3,1.3,,0.3,-5.1,Very Good
-1,0.5,0.6,0.5,0.7,0.6,-4.8,Very Good
0.3,3.1,1.3,4.5,1.1,0.9,13.9,Good
0.2,-6,3.2,0.4,1.6,0.4,4.2,Good
-0.5,3.8,0.6,1.8,0.4,4.8,11.2,Fair
0.4,4,2.5,0.4,1.2,0.3,2.6,Fair
0.1,-2,0.3,3.7,0.4,0.2,-16.7,Very Good
0.9,1.4,0.8,22.2,0,0.8,7.8,Good
-0.2,-3.4,0.3,1.7,1.2,0.1,-18.5,Fair
-0.4,-3.5,1,0.9,0.3,0.5,5.5,Very Good
0.3,4.1,0.5,0,6.2,3,-12,Fair
0.2,-2.3,0.5,4.9,1.2,,0.5,Excellent
-0.3,-1,3.2,7.8,1.8,6.8,2.1,Excellent
-0.5,2.7,0.7,0.8,0.7,,-0.3,Very Good
0,-5.5,0.1,114.6,1.6,0.1,3.6,Very Good
-0.1,,1,0,2.1,0.8,-4.1,Very Good
-0.7,-7.6,1.8,10,0.9,0.9,18.1,Very Good
0.4,-9.1,0.7,0.2,0.2,0.5,-4.3,Good
0.6,0.4,1.4,0.4,1.2,0,12.4,Fair
-0.5,4,2,2.4,0.6,3.4,2.9,Fair
-1.4,-0.8,0.3,7.9,0.6,0.5,-9.2,Poor
1.1,-1.6,4.9,0.8,1.6,1.7,6.5,Excellent
1.1,4.3,0.8,2.5,2,0.5,7.9,Fair
-1.2,3.3,1.5,0.1,0.1,0.2,10.4,Very Good
0.3,-2.4,0.8,4.8,0.4,2.6,-5,Very Good
1.5,-5.9,0.5,0,0.1,0.8,-0.6,Good
0.1,1.6,0.1,0.2,0,1.3,-3.4,Excellent
-0.2,-4,0.4,0.1,1.1,0.1,-2.5,Good
-0.4,3.8,0.8,0.1,1.2,0.8,6.1,Good
-0.2,0.5,1.1,2.7,0,0.2,-0.7,Poor
-0.2,0.5,2.5,2.1,0.4,0.7,8.4,Fair
0.3,-3.7,0.6,0.1,0.1,2.3,-6.5,Very Good
-2.1,5.7,0.5,0.2,1.5,,-4.2,Good
0.3,2.8,2.8,1,0.2,0,22.3,Good
0.5,-2.2,8.4,0.8,0.6,0.1,9.1,Poor
0.7,1.3,1.9,0.5,0.4,0.3,-4.4,Very Good
1.1,3.1,2.2,7.4,1.9,1.7,12.3,Very Good
0.3,4.5,0.2,0,0.8,1.8,10.1,Very Good
-0.7,-2.4,1.3,0,1,0.6,-9,Fair
0.6,4.1,0.4,0.2,1.1,,-12.9,Excellent
0,7.5,5.9,0.3,0,0.8,2.9,Fair
2.2,,0.2,3.1,1.7,2.2,-3.4,Fair
0.9,1.1,0.9,3.1,1.8,1.1,9.3,Good
0,,0.2,14.5,0.6,0.4,-11.2,Poor
-0.2,-4,0.9,1.4,0.9,0,1,Fair
0,-7.7,0.9,0.9,0.4,0,2.3,Fair
0.7,-0.8,0.9,0.9,1,0.4,20.2,Very Good
2.5,-4.8,1.4,0.2,0.2,0.6,-6.8,Very Good
-0.9,-10.2,0.7,0.6,0.3,0.1,-18.9,Fair
-1.4,-0.7,0.7,8.1,,1,0.6,Fair
0,0.7,0.6,0.2,0.1,0.6,27.3,Fair
0.1,,2.6,1.3,0.6,2,-0.6,Very Good
0.3,4.6,1.5,5.8,0.7,2.4,-8.6,Excellent
-1.3,,1.8,15.1,0.1,0.2,-0.1,Very Good
2.2,1.6,0.7,0,0.7,1.2,-8.6,Excellent
1.1,2.8,0.8,6.9,0.9,0.2,-12.5,Very Good
1.7,1.4,0.2,7.2,1.1,0.1,-0.1,Very Good
-0.2,-0.4,2.4,0.1,0.1,0.2,-9.8,Good
-0.2,,0.2,14.7,0.4,,-6.5,Good
-0.5,-1.3,14.4,7.5,2.2,0.6,23.8,Very Good
1.8,4.9,2.8,1.1,0.6,,4.1,Good
0.5,10.3,0.4,0.5,4.5,0.9,-5.7,Fair
1.9,,0.6,0.1,1.2,,-11.6,Fair
-0.4,-3.9,0.4,0.4,3.6,1.7,-10.7,Fair
-0.4,-2.7,1.3,1.4,0.4,1.6,8.9,Excellent
0.8,-0.6,0.6,24.8,2.2,6,16,Excellent
